callsign,originCountry,lat,lon,alt,vel,dir,cat
FDY155  ,United States,40.4874,-80.1513,640.08,61.36,273.85,0
GPX601  ,Bulgaria,43.6143,17.0751,10058.4,244.33,128.25,0
N484CD  ,United States,33.4937,-79.943,2156.46,75.19,9.85,0
IBS15VL ,Spain,38.0023,-6.382,10957.56,226.33,38.35,0
WZZ3449 ,Hungary,51.9388,15.1482,8656.32,206.05,137.23,0
WZZ68DN ,Hungary,39.1888,2.1931,10972.8,222.99,64.74,0
WMT296  ,Hungary,41.0839,2.8276,3345.18,164.67,268.57,0
VAR507  ,United States,33.3573,-112.5439,1531.62,54.5,289.29,0
N156RK  ,United States,29.9379,-90.128,11894.82,237.66,129.2,0
TAP765  ,Portugal,44.1821,-5.8228,11262.36,262.17,203.6,0
UAL1415 ,United States,39.0491,-120.5588,5364.48,183.05,283.49,0
WMT5856 ,Hungary,44.1445,12.0292,3855.72,182.18,291.71,0
ROU1616 ,Canada,31.3416,-82.1138,10355.58,243.44,186.67,0
SWA3609 ,United States,34.1204,-99.9129,10668.0,274.89,84.63,0
SWA3381 ,United States,40.3108,-102.2224,10058.4,249.53,68.73,0
N12572  ,United States,28.5777,-80.8574,1691.64,54.13,171.25,0
N786JB  ,United States,36.4706,-113.2057,3474.72,97.55,21.02,0
EDV4913 ,United States,40.2859,-83.3978,9144.0,197.04,270.45,0
ROU1502 ,Canada,45.9826,-66.3674,6644.64,230.02,74.57,0
WZZ95AA ,Hungary,47.925,22.5605,11269.98,214.3,136.07,0
TRA99G  ,Kingdom of the Netherlands,38.4318,-5.9599,10972.8,223.52,38.93,0
FBZ5190 ,Argentina,-34.5637,-58.4051,,3.6,137.81,0
DAL1167 ,United States,35.1419,-84.6339,10363.2,193.63,235.72,0
TAP201  ,Portugal,40.9723,-74.2717,1524.0,109.24,86.76,0
FFT3372 ,United States,28.636400000000002,-82.6116,8290.56,204.1,348.66,0
N511XX  ,United States,30.716,-100.8967,4991.1,190.11,282.34,0
AAL3040 ,United States,33.9416,-118.406,,0.45,300.94,0
N999AA  ,United States,41.1263,-112.5326,13106.4,229.44,179.87,0
N1258S  ,United States,42.0048,-72.3462,2217.42,89.99,51.03,0
SWA6442 ,United States,37.6869,-82.4562,10972.8,253.89,170.67,0
DAL2321 ,United States,40.7737,-73.8658,,0.0,39.38,0
N26LA   ,United States,41.8622,-87.6703,152.4,8.48,165.96,0
IBE0621 ,Spain,44.1088,2.4842,10980.42,206.19,55.68,0
WMT622  ,Hungary,47.2326,16.4844,11887.2,231.17,161.44,0
N900WK  ,United States,41.5224,-86.545,3185.16,173.89,269.49,0
SWA2725 ,United States,32.7486,-96.7298,708.66,87.11,311.41,0
ROU1749 ,Canada,33.0646,-81.4684,11277.6,241.7,23.45,0
N307SW  ,United States,33.706,-118.2826,579.12,45.83,87.43,0
N3867G  ,United States,33.8396,-84.9773,1554.48,98.62,35.02,0
WMT9093 ,Hungary,44.5598,25.8656,822.96,100.39,83.82,0
DLH9EF  ,Germany,50.1001,8.8391,1059.18,91.16,249.52,0
EJU58QT ,Austria,44.3456,8.7124,6682.74,216.38,16.15,0
DLH64K  ,Germany,48.9836,3.4303,10668.0,243.0,242.24,0
DLH95N  ,Germany,49.972,8.5286,662.94,102.99,177.42,0
WZZ61PF ,Hungary,41.5618,17.0723,11277.6,222.48,206.21,0
UAL959  ,United States,48.6288,-79.7057,10972.8,225.01,236.09,0
WZZ11SY ,Hungary,49.8125,18.2823,11285.22,222.64,45.56,0
N738QA  ,United States,32.8411,-117.2496,990.6,39.67,316.58,0
SWA2851 ,United States,42.5593,-78.9432,5455.92,180.95,199.77,0
N1545E  ,United States,37.1591,-87.1862,1943.1,59.87,199.06,0
LKF16   ,United States,39.3163,-77.7308,6629.4,184.97,333.58,0
WPC     ,Australia,-36.0301,149.037,3002.28,60.33,11.31,0
N652CC  ,United States,42.4954,-71.5794,1920.24,144.57,90.61,0
SWA1492 ,United States,36.1156,-114.6137,2865.12,117.64,245.45,0
UAL317  ,United States,43.2248,-115.1325,10972.8,225.35,293.4,0
VAR502  ,United States,33.1643,-112.0843,1356.36,72.3,151.06,0
N527RY  ,United States,32.2484,-93.5988,12496.8,229.55,108.96,0
N604RC  ,United States,42.272,-95.4738,4373.88,137.69,279.46,0
EVE6111 ,Spain,37.8613,-1.7762,6393.18,186.71,74.66,0
JIA5672 ,United States,33.8209,-83.8089,10363.2,191.54,250.06,0
WZZ9LS  ,Hungary,43.1385,21.7715,9288.78,255.68,102.08,0
N12064  ,United States,36.1217,-86.9061,472.44,41.57,12.14,0
DLH1UA  ,Germany,50.6369,12.8064,9448.8,223.32,358.81,0
WZZ8QV  ,Hungary,44.7581,8.9755,10972.8,228.08,45.27,0
WZZ52LU ,Hungary,52.9927,14.0153,11269.98,227.1,92.6,0
N9531J  ,United States,33.435,-95.6725,1333.5,50.22,83.53,0
BCS3265 ,Germany,57.5782,12.2222,1684.02,133.24,180.22,0
N35727  ,United States,33.2474,-112.6245,1882.14,55.05,195.72,0
WMT4532 ,Hungary,41.0747,9.5183,10370.82,230.23,73.91,0
WMT5EH  ,Hungary,45.6255,8.7171,10980.42,0.06,233.44,0
WZZ8570 ,Hungary,48.6134,12.82,10972.8,234.85,56.34,0
EJA780  ,United States,35.4698,-108.8189,12496.8,278.06,98.19,0
CTL14   ,United States,41.3125,-97.6953,2682.24,96.34,125.22,0
DAL360  ,United States,38.8243,-77.0351,175.26,77.89,355.83,0
WJA166  ,Canada,49.2337,-122.8746,2026.92,145.44,27.83,0
DAL457  ,United States,40.4596,-74.0638,3451.86,168.16,231.83,0
EJU31QH ,Austria,51.8858,-1.1117,11277.6,259.32,145.02,0
BCS082  ,Germany,49.2411,6.0828,9761.22,220.37,353.97,0
WZZ26HH ,Hungary,45.3295,11.9219,10972.8,214.5,284.87,0
SWA2204 ,United States,39.666,-86.4257,1592.58,121.78,256.32,0
AAL1568 ,United States,39.5708,-84.434,8778.24,213.07,238.73,0
N738PV  ,United States,44.2035,-73.0967,982.98,44.03,173.29,0
DLH9JL  ,Germany,46.0767,12.1457,11887.2,225.91,178.56,0
WUK11ZX ,United Kingdom,38.7789,21.9411,9753.6,217.34,319.03,0
N43JT   ,United States,34.8985,-89.585,3169.92,88.35,95.35,0
BCS42M  ,Germany,45.5367,8.7593,624.84,88.08,348.89,0
WSN24   ,United States,35.5628,-115.2298,6705.6,90.4,174.78,0
DLH44U  ,Germany,50.0354,8.531600000000001,,9.26,250.31,0
WZZ6CC  ,Hungary,38.3568,-1.9485000000000001,10363.2,219.91,52.03,0
DLH7MR  ,Germany,51.4854,8.115,10363.2,212.15,316.47,0
,Austria,55.5864,12.5945,281.94,84.65,220.56,0
N444CV  ,United States,37.474,-85.5982,2735.58,96.98,107.28,0
TEXGLD  ,New Zealand,-40.0026,175.209,3162.3,136.99,21.36,0
N199CM  ,United States,34.3518,-90.558,7658.1,161.75,115.83,0
N411PH  ,United States,40.798,-73.9855,342.9,48.12,208.76,0
BCS8213 ,Germany,43.5728,-7.0107,10363.2,198.49,37.52,0
BCS5707 ,Germany,45.2054,8.8594,1965.96,142.69,312.95,0
WUK30HD ,United Kingdom,40.0921,-6.6389,10972.8,212.38,27.56,0
N411PN  ,United States,30.3766,-86.6326,2141.22,83.06,99.99,0
BCS229P ,Germany,51.4759,-0.4591,,6.69,106.88,0
ZKLJJ   ,New Zealand,-43.4861,172.5309,-91.44,22.99,40.46,0
WZZ8438 ,Hungary,52.0435,-0.1927,1501.14,115.91,110.53,0
N595P   ,United States,34.6892,-81.664,12192.0,255.79,169.57,0
N2410E  ,United States,26.8698,-82.2323,1013.46,45.39,156.63,0
N1392Q  ,United States,32.5978,-83.8248,792.48,49.52,156.1,0
ACA741  ,Canada,43.6215,-99.5291,10363.2,217.53,250.67,0
EZY68AF ,United Kingdom,46.0035,-9.4785,11887.2,207.32,359.72,0
EZY716F ,United Kingdom,56.4133,-1.7804,4960.62,176.83,344.99,0
FDX4678 ,Austria,48.5618,10.997,2964.18,152.53,123.58,0
WZZ5GK  ,Hungary,51.9076,-0.17550000000000002,662.94,93.71,255.05,0
CAY202  ,United Kingdom,27.9958,-82.5412,45.72,77.18,181.15,0
DAL767  ,United States,37.3052,-110.0081,10980.42,201.75,254.01,0
BCS3317 ,Germany,56.9331,12.3886,7764.78,206.62,172.27,0
WZZ9825 ,Hungary,44.5048,26.6331,10363.2,229.14,321.38,0
KNG52   ,New Zealand,-37.7542,174.9619,6751.32,151.76,359.81,0
IBS17MM ,Spain,48.0511,0.8279000000000001,10972.8,179.99,21.28,0
IBE07YW ,Spain,45.6864,5.5322,10972.8,223.07,46.59,0
EXS710  ,United Kingdom,55.9496,-3.3628,,0.0,149.06,0
VOI1047 ,Mexico,19.4238,-100.0108,11590.02,230.56,244.35,0
DLH5Y   ,Germany,49.4635,-99.8887,12192.0,248.3,217.68,0
JED202  ,United States,29.6869,-81.9837,1097.28,58.13,97.63,0
N838KT  ,United States,61.3309,-150.0266,426.72,61.33,351.8,0
DAL2842 ,United States,34.7451,-82.4223,10668.0,271.21,54.65,0
EJU48DG ,Austria,41.1268,1.8886,975.36,133.36,87.57,0
DAL1696 ,United States,36.0787,-115.1424,,3.34,2.81,0
N136VU  ,United States,40.8447,-96.6859,1013.46,58.42,192.2,0
DAL2371 ,United States,30.8765,-97.3377,4053.84,161.55,198.95,0
NJM24   ,United States,32.9161,-82.2954,12496.8,200.51,7.96,0
N26CT   ,United States,29.3353,-82.3299,7124.7,255.37,173.29,0
OUA19   ,United States,35.0125,-97.6574,632.46,47.06,254.14,0
N207JB  ,United States,33.1255,-117.2831,,0.0,30.94,0
AAL2524 ,United States,38.4295,-77.0905,2148.84,149.99,55.06,0
N428MG  ,United States,38.6183,-96.6964,9144.0,167.27,332.73,0
JED160  ,United States,26.0729,-80.5126,411.48,52.8,123.07,0
EJA452  ,United States,41.2001,-73.9461,3421.38,174.83,73.59,0
NKS1439 ,United States,29.9677,-90.2568,121.92,67.91,15.83,0
WZZ10VK ,Hungary,42.1774,42.4871,,33.44,81.56,0
WZZ2626 ,Hungary,57.2649,16.988,11277.6,221.58,176.67,0
DLH742  ,Germany,40.4602,115.0156,12527.28,300.04,93.74,0
ERU979  ,United States,29.7951,-81.6121,929.64,51.32,42.97,0
AUA6EA  ,Austria,50.1358,8.8754,11887.2,232.14,105.42,0
WZZ508  ,Hungary,44.7685,10.5488,10972.8,233.75,63.04,0
WZZ1596 ,Hungary,46.2281,10.9006,9677.4,204.98,251.57,0
N43GG   ,United States,33.0446,-87.8123,4907.28,231.39,51.5,0
AAL2765 ,United States,38.3648,-75.3899,10050.78,235.09,12.0,0
TAY2DI  ,Austria,55.297,-2.5235000000000003,5791.2,196.52,117.77,0
DZR354  ,United States,42.6767,-80.0071,13716.0,267.51,89.78,0
ENY3480 ,United States,32.6965,-97.0102,1059.18,89.97,334.61,0
UCA4959 ,United States,34.9472,-81.431,5814.06,210.54,57.98,0
WZZ1DQ  ,Hungary,46.7297,12.7847,10965.18,228.35,52.05,0
GXA2501 ,United States,31.1643,-104.6576,11582.4,206.18,295.41,0
EJU5190 ,Austria,47.4597,8.5632,,2.31,5.62,0
N575B   ,United States,33.1222,-96.9569,472.44,25.21,1.17,0
N42MJ   ,United States,38.5618,-84.2302,11109.96,178.95,345.0,0
,United States,40.3229,-74.3581,198.12,47.85,233.75,0
N43GN   ,United States,34.6668,-118.5671,4693.92,128.17,154.57,0
AAY2818 ,United States,35.6104,-83.7612,2430.78,137.44,349.87,0
N168CD  ,United States,35.7636,-80.939,335.28,39.37,276.75,0
WMT1127 ,Hungary,45.0733,8.4535,10675.62,239.22,89.88,0
EJA677  ,United States,40.7025,-97.8641,12496.8,261.92,75.09,0
HAL1613 ,United States,41.2235,-90.6849,10972.8,199.97,290.95,0
ACA871  ,Canada,45.4645,-73.7568,,7.46,194.06,0
N500EJ  ,United States,35.4977,-81.1347,396.24,50.42,278.21,0
N108JM  ,Canada,40.4355,-104.5073,2308.86,49.4,81.62,0
WMT725  ,Hungary,43.9182,8.3776,7223.76,214.53,89.59,0
N16AT   ,United States,34.1851,-89.0814,9448.8,170.66,34.31,0
EJA627  ,United States,33.6243,-111.9115,,0.0,132.19,0
BAW8LV  ,United Kingdom,52.1716,20.9464,-7.62,66.08,114.37,0
EJA527  ,United States,39.2837,-114.6276,12496.8,211.88,326.39,0
N146LH  ,United States,30.4949,-96.5968,1965.96,62.29,292.33,0
QXE2349 ,United States,40.634,-115.7968,10363.2,240.17,324.06,0
DLH722  ,Germany,41.9676,36.6575,11887.2,262.73,101.75,0
DAL997  ,United States,34.408,-113.5822,11887.2,262.08,71.81,0
BAW720T ,United Kingdom,47.6044,7.6208,4945.38,151.96,109.17,0
N131MT  ,United States,35.5166,-89.9407,1950.72,56.48,200.25,0
SHT19B  ,United Kingdom,52.7982,-1.8793000000000002,9875.52,274.39,156.46,0
SHT2A   ,United Kingdom,52.789,-1.4863,4610.1,157.23,323.92,0
BAW756  ,United Kingdom,48.0255,5.7363,6316.98,194.32,111.27,0
SHT5V   ,United Kingdom,51.4778,-0.3645,99.06,65.33,270.0,0
N818GS  ,United States,38.576,-77.6992,266.7,39.93,321.8,0
VIR157L ,United Kingdom,46.2969,-60.4885,12199.62,209.29,238.26,0
VIR300  ,United Kingdom,49.7513,11.1764,11277.6,252.42,110.02,0
TAM3015 ,Brazil,-22.6716,-46.9134,7078.98,168.14,223.26,0
N7602G  ,United States,36.1533,-94.1227,518.16,36.97,68.79,0
DAL2029 ,United States,30.7831,-94.9165,10668.0,246.81,24.37,0
MSY438  ,New Zealand,-40.5179,175.4467,670.56,57.8,212.28,0
QFA2    ,Australia,51.4667,-0.4364,,2.5700000000000003,90.0,0
AZU4195 ,Brazil,-22.4002,-46.6498,6515.1,192.25,203.0,0
QFA1    ,Australia,21.3273,84.4335,10363.2,247.01,309.59,0
TAP1337 ,Portugal,38.7083,-9.2968,1828.8,123.69,203.79,0
TAP442  ,Portugal,42.911,-5.0383,10355.58,195.61,27.91,0
N16425  ,United States,32.2996,-86.3782,83.82,39.7,273.72,0
FTD502  ,United States,33.8174,-118.1573,,8.23,180.0,0
N2411K  ,United States,39.4239,-88.5379,1958.34,55.45,186.93,0
N354AV  ,United States,39.2922,-83.381,3672.84,97.3,308.99,0
N617MW  ,United States,38.4518,-76.5209,12496.8,241.01,41.11,0
CGYKY   ,Canada,51.2062,-114.8022,1935.48,33.85,233.65,0
UAL2625 ,United States,40.021,-95.0631,10980.42,188.43,299.43,0
N28PF   ,United States,32.9643,-111.3719,944.88,51.88,239.62,0
N4593X  ,United States,34.1637,-118.6295,1371.6,48.36,269.39,0
RPA3716 ,United States,41.9652,-87.3289,2202.18,121.92,270.24,0
N88TS   ,United States,40.9638,-74.5824,1158.24,87.89,98.41,0
UAL384  ,United States,34.8219,-116.4271,10972.8,237.54,234.52,0
N224DE  ,United States,42.7358,-86.1589,899.16,94.89,260.64,0
XSR362  ,United States,42.9157,-78.9343,1767.84,146.25,45.86,0
FFT688  ,United States,40.2267,-85.8485,11285.22,281.12,99.48,0
SWA930  ,United States,37.5406,-75.7605,11277.6,257.74,25.29,0
LXJ360  ,United States,45.8061,-98.7538,12329.16,206.56,125.47,0
CXK387  ,United States,35.2494,-80.7225,1371.6,39.83,241.45,0
QXE2117 ,United States,41.4922,-104.2481,10363.2,217.05,304.67,0
N959MA  ,United States,40.9107,-97.4689,3474.72,137.14,96.25,0
SWA1151 ,United States,38.9812,-90.39,10972.8,199.26,221.97,0
EDV5242 ,United States,32.7651,-85.679,5791.2,235.0,56.07,0
N2565U  ,United States,38.5291,-121.4746,152.4,40.35,289.36,0
DLH5PH  ,Germany,50.4355,8.5955,5029.2,181.81,32.52,0
WUK8603 ,United Kingdom,48.0655,21.5678,11277.6,204.49,108.48,0
UAL1380 ,United States,35.7259,-99.579,9745.98,207.06,316.51,0
ASA413  ,United States,41.9846,-87.96,640.08,94.21,272.19,0
N930WD  ,United States,41.6564,-72.8411,7315.2,124.7,236.44,0
UAL8222 ,United States,33.53,-109.7846,10972.8,200.03,298.41,0
SWA2303 ,United States,37.7989,-108.9722,9144.0,223.76,253.02,0
AZU2835 ,Brazil,-22.0742,-47.6366,8686.8,210.03,322.06,0
DLH71U  ,Germany,47.5027,12.749,9456.42,235.2,131.01,0
VJA314  ,United States,41.7789,-87.7433,213.36,62.23,313.33,0
LBT2023 ,Tunisia,35.643,10.872,11536.68,226.19,188.37,0
VOZ726  ,Australia,-29.9687,151.3907,11574.78,198.32,228.79,0
N304VS  ,United States,43.4954,-78.2128,4632.96,151.8,330.57,0
NEW232  ,United States,32.8648,-95.0326,12496.8,262.24,108.65,0
JZA260  ,Canada,43.1073,-81.1466,2171.7,144.09,59.77,0
ACA1074 ,Canada,42.9231,-84.5757,10668.0,264.15,75.45,0
UAL125  ,United States,41.8348,-73.1322,4960.62,173.59,252.05,0
ACA7    ,Canada,49.7368,-124.946,8305.8,238.44,305.78,0
VOZ303  ,Australia,-30.86,151.045,11879.58,241.59,41.63,0
ARG1542 ,Argentina,-33.4041,-60.1971,11582.4,174.33,305.75,0
TVF3207 ,France,46.1327,-2.8077,7200.9,156.02,25.38,0
N525JG  ,United States,33.2415,-79.9075,1897.38,46.92,344.74,0
N578GG  ,United States,33.6697,-88.3126,7437.12,121.04,252.18,0
WJA738  ,Canada,50.2992,-102.2968,11277.6,255.92,103.37,0
TVF91DQ ,France,48.7277,2.3717,,0.0,345.94,0
AFR1197 ,France,46.9551,0.3673,9265.92,182.08,22.07,0
RKJ232  ,United States,41.0672,-99.3944,13106.4,290.52,110.2,0
EJA131  ,United States,30.9776,-88.0168,11452.86,225.93,229.71,0
N312P   ,United States,41.7173,-85.5097,10248.9,292.35,95.15,0
DAL867  ,United States,31.5056,-103.6036,10058.4,267.47,101.76,0
FFT3176 ,United States,38.9296,-87.1304,11277.6,245.18,32.49,0
N20387  ,United States,37.4772,-88.572,731.52,53.41,110.88,0
N319PW  ,United States,36.3414,-83.4492,3200.4,74.91,329.91,0
CXK289  ,United States,39.1138,-77.6043,525.78,56.66,147.61,0
MNTNA10 ,United States,30.4355,-88.5503,4130.04,125.44,282.55,0
        ,United States,32.5219,-78.1763,12496.8,222.26,7.85,0
LXJ604  ,United States,42.5633,-71.3145,830.58,105.72,81.04,0
STGRY13 ,United States,32.431,-109.6479,5143.5,130.6,98.61,0
LXJ655  ,United States,41.0954,-74.2894,1097.28,143.18,77.76,0
WJA2164 ,Canada,38.9131,-110.5623,10668.0,228.46,153.67,0
SWA1775 ,United States,30.0105,-90.3392,304.8,92.99,105.73,0
N527HV  ,United States,38.2694,-114.1712,13716.0,240.03,83.97,0
AAY781  ,United States,36.5704,-108.3911,9768.84,198.92,260.17,0
N365LT  ,United States,26.8204,-82.5933,4038.6,198.02,132.89,0
N488AM  ,United States,32.434,-82.0599,5036.82,223.01,119.58,0
SWA2351 ,United States,32.7537,-97.0388,3261.36,167.2,179.65,0
EJA235  ,United States,26.0056,-82.0182,9448.8,229.16,297.26,0
N525KD  ,United States,39.6226,-92.2249,13106.4,187.56,205.16,0
SWA1394 ,United States,34.7151,-117.5316,6187.44,180.34,257.31,0
CXK207  ,United States,45.4292,-93.2205,998.22,49.39,270.6,0
JIA5227 ,United States,36.799,-82.0563,7955.28,240.64,150.97,0
N227NS  ,United States,27.2531,-81.9824,3710.94,143.94,322.84,0
AAL570  ,United States,33.4365,-111.9997,,0.0,90.0,0
AMX623  ,Mexico,34.9666,-120.131,11452.86,263.55,125.71,0
N8286E  ,United States,34.617,-106.6047,2575.56,55.45,6.93,0
SWA1566 ,United States,34.796,-116.367,10058.4,242.83,90.49,0
ANZ745M ,New Zealand,-45.8486,170.3697,739.14,99.17,236.64,0
TVF7651 ,France,48.7231,2.3604,,1.03,180.0,0
JED151  ,United States,26.0064,-80.4824,594.36,55.96,330.84,0
N488BA  ,United States,42.719,-70.8376,792.48,62.93,134.67,0
RPA5829 ,United States,42.134,-70.6154,2438.4,134.39,350.97,0
THA941  ,Thailand,19.4065,91.3288,11879.58,256.92,127.35,0
GJS4486 ,United States,39.2281,-76.6118,3284.22,140.11,213.92,0
N8135G  ,United States,32.7861,-97.6474,1371.6,52.16,255.14,0
MXY243  ,United States,36.0794,-115.1365,,5.92,135.0,0
NKS487  ,United States,27.8469,-82.9117,8229.6,259.61,151.86,0
SWA2710 ,United States,34.3781,-108.0155,11277.6,291.62,81.07,0
N72HA   ,United States,36.8469,-76.9292,10363.2,200.34,217.49,0
N478CR  ,United States,34.9338,-118.417,4221.48,108.84,317.11,0
DAL2661 ,United States,42.2599,-80.3992,11269.98,262.02,100.98,0
TE25    ,Switzerland,47.4517,8.5569,,0.0,354.38,0
AEE574  ,Greece,36.3709,25.0071,6858.0,225.21,160.24,0
WUK313  ,United Kingdom,46.7124,16.915,11292.84,224.01,118.68,0
TE24    ,Switzerland,47.4472,8.5591,,8.75,157.5,0
UAL1524 ,United States,29.8907,-95.8315,4312.92,188.43,242.88,0
DLH456  ,Germany,36.6647,-113.8805,10972.8,242.6,209.61,0
ATL778  ,Switzerland,47.4541,8.5586,,0.0,84.38,0
SWA925  ,United States,39.3379,-101.9496,11277.6,280.61,75.89,0
N444EB  ,United States,33.8228,-118.1158,228.6,32.92,270.0,0
N43721  ,United States,40.3924,-75.6321,1097.28,39.21,308.07,0
N64527  ,United States,40.6581,-73.1017,601.98,33.54,274.4,0
EJA411  ,United States,35.7435,-91.4954,12192.0,169.08,230.06,0
DLH4H   ,Germany,50.2088,8.5618,2400.3,143.08,84.84,0
AFR1181 ,France,48.996,2.6223,22.86,68.1,265.67,0
N9CP    ,United States,41.8175,-71.8968,2103.12,91.62,55.06,0
GLO1035 ,Brazil,-23.1243,-43.3938,4625.34,189.25,247.97,0
N7659F  ,United States,42.1648,-93.6811,990.6,38.6,1.53,0
N357MH  ,United States,21.4741,-157.8313,647.7,58.73,356.99,0
SWA2860 ,United States,41.8044,-87.5338,2339.34,153.28,96.55,0
DLH454  ,Germany,40.0486,-121.9721,11277.6,245.29,203.88,0
DAL3189 ,United States,32.8744,-80.0189,152.4,80.49,327.53,0
,United States,40.6832,-74.1846,,0.0,5.62,0
VLG63PV ,Spain,47.9487,3.6828000000000003,6027.42,152.65,308.57,0
AZU4682 ,Brazil,-16.5525,-48.5422,5684.52,198.57,277.14,0
N411R   ,United States,32.856,-95.2562,4998.72,107.96,275.19,0
DLH6YC  ,Germany,50.1078,7.7719000000000005,11277.6,244.2,107.79,0
FDX9796 ,United States,60.7685,-148.4177,6858.0,219.87,286.87,0
JST772  ,Australia,-36.0762,140.2382,10965.18,205.99,298.17,0
VAR849  ,United States,32.8884,-111.8933,1508.76,55.07,130.83,0
DLH779  ,Germany,27.3057,78.3879,10363.2,228.26,308.14,0
N6WW    ,United States,40.9879,-89.976,2392.68,69.98,311.42,0
DLH402  ,Germany,42.324,-71.1309,7536.18,220.94,252.24,0
DAL8838 ,United States,28.9264,-88.0075,12192.0,215.22,298.4,0
DLH440  ,Germany,30.8774,-94.0772,7475.22,213.69,227.24,0
AFR17AQ ,France,46.8128,0.27740000000000004,9928.86,186.67,22.18,0
N926EN  ,United States,39.7332,-91.7772,2545.08,42.82,298.72,0
N484VC  ,United States,32.8192,-116.9468,274.32,41.83,355.06,0
RNGR751 ,United States,32.9126,-103.7928,5128.26,153.81,123.96,0
AZU4035 ,Brazil,-6.8212,-35.785,10317.48,225.65,316.85,0
AFR7409 ,France,48.321,1.2179,5654.04,171.6,20.72,0
OUA23   ,United States,35.1574,-97.8901,914.4,42.75,230.37,0
N362BZ  ,United States,33.8128,-84.691,914.4,75.11,90.39,0
N9002E  ,United States,43.2574,-88.5589,861.06,47.96,231.53,0
N738QP  ,United States,38.668,-90.6454,152.4,30.19,261.18,0
DAL135  ,United States,42.7535,-80.84,7924.8,185.91,218.71,0
EWG757  ,Germany,50.4025,10.8133,10363.2,226.66,295.4,0
N237MA  ,United States,40.2773,-85.9298,1242.06,78.36,212.12,0
N227SL  ,United States,-37.7285,144.8937,,2.31,95.62,0
SKW5383 ,United States,41.3971,-81.9578,2468.88,157.87,27.98,0
RPA4741 ,United States,39.6261,-80.3293,8229.6,235.48,130.13,0
N553RA  ,United States,32.8403,-97.3861,457.2,49.05,175.19,0
LFA464  ,United States,28.927,-80.8713,1676.4,68.47,82.66,0
SWA943  ,United States,37.3339,-121.8983,160.02,74.72,318.63,0
SCX3043 ,United States,36.1202,-86.6885,,0.45,241.88,0
N9002H  ,United States,61.3309,-150.1056,762.0,57.29,26.1,0
N525FF  ,United States,30.1937,-97.6597,,5.66,177.19,0
EJA867  ,United States,42.2612,-72.1189,4975.86,183.86,257.56,0
ACA342  ,Canada,45.752,-76.5928,4175.76,202.75,118.0,0
OCN134  ,Germany,44.8723,16.1192,10668.0,260.42,139.17,0
OCN64   ,Germany,29.8334,-79.0933,12192.0,225.84,222.05,0
RPA5850 ,United States,36.8968,-85.1371,7947.66,191.64,235.5,0
UAL2443 ,United States,26.9412,-82.0175,9144.0,246.09,137.2,0
UAL657  ,United States,37.4943,-77.7214,11582.4,227.95,10.27,0
SWA3361 ,United States,40.127,-96.8478,9753.6,211.29,261.32,0
AFR67XZ ,France,51.6265,8.111,10972.8,210.61,36.76,0
UAL1627 ,United States,38.9552,-77.4571,,8.75,182.81,0
DAL2873 ,United States,40.1547,-111.613,5791.2,186.83,295.79,0
N525FN  ,United States,40.4547,-80.4703,5326.38,109.0,291.6,0
DAL1475 ,United States,42.1435,-71.9403,4968.24,175.41,250.29,0
AFR53KZ ,France,48.4748,4.2889,9578.34,239.53,117.5,0
N72GL   ,United States,36.1625,-90.4404,6400.8,152.73,104.83,0
N492VT  ,United States,30.0218,-90.0273,144.78,34.47,359.14,0
AFR57CY ,France,48.7968,2.1889,4114.8,187.56,159.28,0
N131TL  ,United States,26.3676,-80.1862,373.38,49.48,183.58,0
LXJ352  ,United States,33.1075,-99.2514,13716.0,161.41,245.72,0
AFR49YR ,France,49.1198,8.1059,10972.8,233.63,105.32,0
VJA121  ,United States,28.109,-80.9256,9060.18,227.66,337.55,0
RTT6    ,Switzerland,47.455,8.5575,,1.29,171.56,0
DLH438  ,Germany,32.6756,-96.9155,1554.48,111.63,180.0,0
AZU4338 ,Brazil,-22.0585,-47.5828,6050.28,232.41,318.05,0
N4576X  ,United States,36.1878,-79.0885,1082.04,63.81,163.61,0
VJA357  ,United States,35.4834,-115.8909,5212.08,194.64,48.64,0
